name,n,g,ci_low,ci_high,p,paper_g,paper_ci_low,paper_ci_high,paper_p
perceived_edited_vs_control,81,0.0158040934658997,-0.152287574006921,0.20034170211674762,0.8877112288771123,0.01,-0.17,0.19,0.9062
