target,scenario,n_iter,margin_initial,margin_final,margin_min,flipped_to_human_min,flipped_to_human_final
target_00,apology,20,3.4453277587890625,1.7457787990570068,0.668036699295044,False,False
target_01,thank,20,3.4568142890930176,-1.1693743467330933,-1.4729173183441162,True,True
target_02,letter,20,3.2617571353912354,-0.7992511987686157,-1.5981093645095825,True,True
target_03,reassurance,20,2.8009860515594482,0.03885325789451599,0.03885325789451599,False,False
target_04,wedding,20,2.6697003841400146,0.6006292104721069,0.4440934956073761,False,False
